id,model_no,description
81,BDC-400,"Model BDC-400 is a 400W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to nan mm. The maximum flow is 185 LPM and the maximum head is 6.0 meters (20 feet). The rated head is 6.0 meters at a rated flow of 125.0 LPM. More details: https://www.hungpump.com/bdc"
82,BPH-300,"Model BPH-300 is a 300W pump operating at 50Hz, 1-phase. It is categorized for nan applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 3.0 mm. The maximum flow is 95 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 3.0 meters at a rated flow of 55.0 LPM. More details: https://www.hungpump.com/bph"
83,BPO-100-110V,"Model BPO-100-110V is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 12.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bpo"
84,BPO-100-220V,"Model BPO-100-220V is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bpo"
85,BPO-100EA,"Model BPO-100EA is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bpo"
86,BPO-300,"Model BPO-300 is a 300W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 6.0 mm. The maximum flow is 200 LPM and the maximum head is 8.5 meters (28 feet). The rated head is 4.0 meters at a rated flow of 110.0 LPM. More details: https://www.hungpump.com/bpo"
87,BPO-300A,"Model BPO-300A is a 300W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 6.0 mm. The maximum flow is 200 LPM and the maximum head is 8.5 meters (28 feet). The rated head is 6.0 meters at a rated flow of 110.0 LPM. More details: https://www.hungpump.com/bpo"
88,BPO-300EA,"Model BPO-300EA is a 300W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 6.0 mm. The maximum flow is 200 LPM and the maximum head is 8.5 meters (28 feet). The rated head is 6.0 meters at a rated flow of 110.0 LPM. More details: https://www.hungpump.com/bpo"
89,BPS-100,"Model BPS-100 is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 6.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
90,BPO-100,"Model BPO-100 is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bpo"
91,BPO-100A,"Model BPO-100A is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bpo"
92,BPS-100,"Model BPS-100 is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
93,BPS-100A,"Model BPS-100A is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
94,BPS-100-110V,"Model BPS-100-110V is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
95,BPS-100A,"Model BPS-100A is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
96,BPS-100B,"Model BPS-100B is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
97,BPS-100B-110V,"Model BPS-100B-110V is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
98,BPS-100BV,"Model BPS-100BV is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
99,BPS-100BV-110V,"Model BPS-100BV-110V is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 3.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
100,BPS-120,"Model BPS-120 is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 5.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
101,BPS-120A,"Model BPS-120A is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 5.0 mm. The maximum flow is 70 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 41.0 LPM. More details: https://www.hungpump.com/bps"
102,BPS-180D,"Model BPS-180D is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 5.0 mm. The maximum flow is 120 LPM and the maximum head is 5.5 meters (18 feet). The rated head is 3.0 meters at a rated flow of 80.0 LPM. More details: https://www.hungpump.com/bps"
103,BPS-180DM,"Model BPS-180DM is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 5.0 mm. The maximum flow is 120 LPM and the maximum head is 5.5 meters (18 feet). The rated head is 3.0 meters at a rated flow of 80.0 LPM. More details: https://www.hungpump.com/bps"
104,BPS-130M,"Model BPS-130M is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 120 LPM and the maximum head is 5.5 meters (18 feet). The rated head is 3.0 meters at a rated flow of 80.0 LPM. More details: https://www.hungpump.com/bps"
105,BPS-180M,"Model BPS-180M is a 100W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 5.0 mm. The maximum flow is 120 LPM and the maximum head is 5.5 meters (18 feet). The rated head is 3.0 meters at a rated flow of 80.0 LPM. More details: https://www.hungpump.com/bps"
106,BPS-200,"Model BPS-200 is a 200W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 140 LPM and the maximum head is 7.0 meters (23 feet). The rated head is 4.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
107,BPS-200A,"Model BPS-200A is a 200W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 140 LPM and the maximum head is 7.0 meters (23 feet). The rated head is 4.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
108,BPO-200-110V,"Model BPO-200-110V is a 200W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 140 LPM and the maximum head is 7.0 meters (23 feet). The rated head is 4.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bpo"
109,BPS-200D,"Model BPS-200D is a 200W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 180 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
110,BPS-200DA,"Model BPS-200DA is a 200W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 180 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
111,BPS-200DM,"Model BPS-200DM is a 200W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 180 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
112,BPS-200M,"Model BPS-200M is a 200W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 180 LPM and the maximum head is 6.5 meters (21 feet). The rated head is 4.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
113,BPS-200S,"Model BPS-200S is a 200W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 32.0 mm (1-1/4""), and can handle solids up to 5.0 mm. The maximum flow is 140 LPM and the maximum head is 7.0 meters (23 feet). The rated head is 4.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
114,BPS-300,"Model BPS-300 is a 300W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 5.0 mm. The maximum flow is 180 LPM and the maximum head is 8.0 meters (26 feet). The rated head is 4.0 meters at a rated flow of 120.0 LPM. More details: https://www.hungpump.com/bps"
115,BPS-300H,"Model BPS-300H is a 300W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 40.0 mm (1-1/2""), and can handle solids up to 3.0 mm. The maximum flow is 95 LPM and the maximum head is 18.0 meters (59 feet). The rated head is 12.0 meters at a rated flow of 55.0 LPM. More details: https://www.hungpump.com/bps"
116,BPS-400,"Model BPS-400 is a 400W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 5.0 mm. The maximum flow is 220 LPM and the maximum head is 9.0 meters (30 feet). The rated head is 6.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
117,BPS-400A,"Model BPS-400A is a 400W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 5.0 mm. The maximum flow is 220 LPM and the maximum head is 9.0 meters (30 feet). The rated head is 6.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
118,BPS-400S,"Model BPS-400S is a 400W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 50.0 mm (2""), and can handle solids up to 5.0 mm. The maximum flow is 220 LPM and the maximum head is 9.0 meters (30 feet). The rated head is 6.0 meters at a rated flow of 100.0 LPM. More details: https://www.hungpump.com/bps"
119,BPS-80,"Model BPS-80 is a 80W pump operating at 50Hz, 1-phase. It is categorized for Clean Water applications. It has an outlet size of 20.0 mm (3/4""), and can handle solids up to 3.0 mm. The maximum flow is 40 LPM and the maximum head is 4.0 meters (13 feet). The rated head is 2.0 meters at a rated flow of 35.0 LPM. More details: https://www.hungpump.com/bps"
120,DC-1812,"Model DC-1812 is a 96W pump operating at 50Hz, 1-phase. It is categorized for Speciality Pump applications. It has an outlet size of 25.0 mm (1""), and can handle solids up to 5.0 mm. The maximum flow is 115 LPM and the maximum head is 4.6 meters (15 feet). The rated head is 3.0 meters at a rated flow of 48.0 LPM. More details: https://www.hungpump.com/dc"
